YEAR,STATE,RATE,URL
2017,PA,41,/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2017,RI,43.9,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2017,SC,46.1,/nchs/pressroom/states/southcarolina/southcarolina.htm
2017,SD,37.2,/nchs/pressroom/states/southdakota/southdakota.htm
2017,TN,43.6,/nchs/pressroom/states/tenessee/tennessee.htm
2017,TX,41,/nchs/pressroom/states/texas/texas.htm
2017,UT,18.5,/nchs/pressroom/states/utah/utah.htm
2017,VT,40.1,/nchs/pressroom/states/vermont/vermont.htm
2017,VA,34.6,/nchs/pressroom/states/virginia/virginia.htm
2017,WA,31.6,/nchs/pressroom/states/washington/washington.htm
2017,WV,45.6,/nchs/pressroom/states/westvirginia/westvirginia.htm
2017,WI,37.7,/nchs/pressroom/states/wisconsin/wisconsin.htm
2017,WY,33.5,/nchs/pressroom/states/wyoming/wyoming.htm
2016,AL,44.7,/nchs/pressroom/states/alabama/alabama.htm
2016,AK,36.1,/nchs/pressroom/states/alaska/alaska.htm
2016,AZ,45,/nchs/pressroom/states/arizona/arizona.htm
2016,AR,44.5,/nchs/pressroom/states/arkansas/arkansas.htm
2016,CA,38.2,/nchs/pressroom/states/california/california.htm
2016,CO,22.5,/nchs/pressroom/states/colorado/colorado.htm
2016,CT,36.9,/nchs/pressroom/states/connecticut/connecticut.htm
2016,DE,45.8,/nchs/pressroom/states/delaware/delaware.htm
2016,FL,46.9,/nchs/pressroom/states/florida/florida.htm
2016,GA,44.9,/nchs/pressroom/states/georgia/georgia.htm
2016,HI,37,/nchs/pressroom/states/hawaii/hawaii.htm
2016,ID,27.6,/nchs/pressroom/states/idaho/idaho.htm
2016,IL,39.7,/nchs/pressroom/states/illinois/illinois.htm
2016,IN,42.7,/nchs/pressroom/states/indiana/indiana.htm
2016,IA,35,/nchs/pressroom/states/iowa/iowa.htm
2016,KS,36,/nchs/pressroom/states/kansas/kansas.htm
2016,KY,41.4,/nchs/pressroom/states/kentucky/kentucky.htm
2016,LA,52,/nchs/pressroom/states/louisiana/louisiana.htm
2016,ME,39.7,/nchs/pressroom/states/maine/maine.htm
2016,MD,39.7,/nchs/pressroom/states/maryland/maryland.htm
2016,MA,33,/nchs/pressroom/states/massachusetts/massachusetts.htm
2016,MI,41,/nchs/pressroom/states/michigan/michigan.htm
2016,MN,32.2,/nchs/pressroom/states/minnesota/minnesota.htm
2016,MS,53.2,/nchs/pressroom/states/mississippi/mississippi.htm
2016,MO,39.8,/nchs/pressroom/states/missouri/missouri.htm
2016,MT,36.4,/nchs/pressroom/states/montana/montana.htm
2016,NE,32.3,/nchs/pressroom/states/nebraska/nebraska.htm
2016,NV,47.8,/nchs/pressroom/states/nevada/nevada.htm
2016,NH,33.7,/nchs/pressroom/states/newhampshire/newhampshire.htm
2016,NJ,34.6,/nchs/pressroom/states/newjersey/newjersey.htm
2016,NM,51.1,/nchs/pressroom/states/newmexico/newmexico.htm
2016,NY,38.5,/nchs/pressroom/states/newyork/newyork.htm
2016,NC,40.4,/nchs/pressroom/states/northcarolina/northcarolina.htm
2016,ND,31.6,/nchs/pressroom/states/northdakota/northdakota.htm
2016,OH,43,/nchs/pressroom/states/ohio/ohio.htm
2016,OK,42.3,/nchs/pressroom/states/oklahoma/oklahoma.htm
2016,OR,35.8,/nchs/pressroom/states/oregon/oregon.htm
2016,PA,40.7,/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2016,RI,44.9,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2016,SC,45.3,/nchs/pressroom/states/southcarolina/southcarolina.htm
2016,SD,36.9,/nchs/pressroom/states/southdakota/southdakota.htm
2016,TN,43.6,/nchs/pressroom/states/tenessee/tennessee.htm
2016,TX,41.3,/nchs/pressroom/states/texas/texas.htm
2016,UT,18.6,/nchs/pressroom/states/utah/utah.htm
2016,VT,39.4,/nchs/pressroom/states/vermont/vermont.htm
2016,VA,34,/nchs/pressroom/states/virginia/virginia.htm
2016,WA,31.7,/nchs/pressroom/states/washington/washington.htm
2016,WV,45,/nchs/pressroom/states/westvirginia/westvirginia.htm
2016,WI,37.2,/nchs/pressroom/states/wisconsin/wisconsin.htm
2016,WY,32.8,/nchs/pressroom/states/wyoming/wyoming.htm
2015,AL,43.9,/nchs/pressroom/states/alabama/alabama.htm
2015,AK,36.1,/nchs/pressroom/states/alaska/alaska.htm
2015,AZ,45.5,/nchs/pressroom/states/arizona/arizona.htm
2015,AR,45,/nchs/pressroom/states/arkansas/arkansas.htm
2015,CA,38.8,/nchs/pressroom/states/california/california.htm
2015,CO,22.7,/nchs/pressroom/states/colorado/colorado.htm
2015,CT,37.5,/nchs/pressroom/states/connecticut/connecticut.htm
2015,DE,46.3,/nchs/pressroom/states/delaware/delaware.htm
2015,FL,47.8,/nchs/pressroom/states/florida/florida.htm
2015,GA,45.2,/nchs/pressroom/states/georgia/georgia.htm
2015,HI,37.1,/nchs/pressroom/states/hawaii/hawaii.htm
2015,ID,27.7,/nchs/pressroom/states/idaho/idaho.htm
2015,IL,40.4,/nchs/pressroom/states/illinois/illinois.htm
2015,IN,43.3,/nchs/pressroom/states/indiana/indiana.htm
2015,IA,35.3,/nchs/pressroom/states/iowa/iowa.htm
2015,KS,36,/nchs/pressroom/states/kansas/kansas.htm
2015,KY,41.6,/nchs/pressroom/states/kentucky/kentucky.htm
2015,LA,52.9,/nchs/pressroom/states/louisiana/louisiana.htm
2015,ME,40.5,/nchs/pressroom/states/maine/maine.htm
2015,MD,40.1,/nchs/pressroom/states/maryland/maryland.htm
2015,MA,33.4,/nchs/pressroom/states/massachusetts/massachusetts.htm
2015,MI,41.9,/nchs/pressroom/states/michigan/michigan.htm
2015,MN,32.2,/nchs/pressroom/states/minnesota/minnesota.htm
2015,MS,53.5,/nchs/pressroom/states/mississippi/mississippi.htm
2015,MO,40.4,/nchs/pressroom/states/missouri/missouri.htm
2015,MT,36.3,/nchs/pressroom/states/montana/montana.htm
2015,NE,32.9,/nchs/pressroom/states/nebraska/nebraska.htm
2015,NV,46.7,/nchs/pressroom/states/nevada/nevada.htm
2015,NH,34,/nchs/pressroom/states/newhampshire/newhampshire.htm
2015,NJ,35.1,/nchs/pressroom/states/newjersey/newjersey.htm
2015,NM,52.1,/nchs/pressroom/states/newmexico/newmexico.htm
2015,NY,39.5,/nchs/pressroom/states/newyork/newyork.htm
2015,NC,41,/nchs/pressroom/states/northcarolina/northcarolina.htm
2015,ND,31.6,/nchs/pressroom/states/northdakota/northdakota.htm
2015,OH,43.3,/nchs/pressroom/states/ohio/ohio.htm
2015,OK,41.8,/nchs/pressroom/states/oklahoma/oklahoma.htm
2015,OR,36,/nchs/pressroom/states/oregon/oregon.htm
2015,PA,41.2,/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2015,RI,45.1,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2015,SC,46.5,/nchs/pressroom/states/southcarolina/southcarolina.htm
2015,SD,37.2,/nchs/pressroom/states/southdakota/southdakota.htm
2015,TN,43.9,/nchs/pressroom/states/tenessee/tennessee.htm
2015,TX,41.5,/nchs/pressroom/states/texas/texas.htm
2015,UT,18.8,/nchs/pressroom/states/utah/utah.htm
2015,VT,40.2,/nchs/pressroom/states/vermont/vermont.htm
2015,VA,34.4,/nchs/pressroom/states/virginia/virginia.htm
2015,WA,32.1,/nchs/pressroom/states/washington/washington.htm
2015,WV,43.8,/nchs/pressroom/states/westvirginia/westvirginia.htm
2015,WI,37.5,/nchs/pressroom/states/wisconsin/wisconsin.htm
2015,WY,33.9,/nchs/pressroom/states/wyoming/wyoming.htm
2014,AL,43.3,/nchs/pressroom/states/alabama/alabama.htm
2014,AK,35.6,/nchs/pressroom/states/alaska/alaska.htm
2014,AZ,45.1,/nchs/pressroom/states/arizona/arizona.htm
2014,AR,43.9,/nchs/pressroom/states/arkansas/arkansas.htm
2014,CA,38.8,/nchs/pressroom/states/california/california.htm
2014,CO,22.4,/nchs/pressroom/states/colorado/colorado.htm
2014,CT,37.1,/nchs/pressroom/states/connecticut/connecticut.htm
2014,DE,46.6,/nchs/pressroom/states/delaware/delaware.htm
2014,FL,47.9,/nchs/pressroom/states/florida/florida.htm
2014,GA,45.4,/nchs/pressroom/states/georgia/georgia.htm
2014,HI,37.1,/nchs/pressroom/states/hawaii/hawaii.htm
2014,ID,27.8,/nchs/pressroom/states/idaho/idaho.htm
2014,IL,40.1,/nchs/pressroom/states/illinois/illinois.htm
2014,IN,43.3,/nchs/pressroom/states/indiana/indiana.htm
2014,IA,35.1,/nchs/pressroom/states/iowa/iowa.htm
2014,KS,36.5,/nchs/pressroom/states/kansas/kansas.htm
2014,KY,41.9,/nchs/pressroom/states/kentucky/kentucky.htm
2014,LA,52.7,/nchs/pressroom/states/louisiana/louisiana.htm
2014,ME,41.2,/nchs/pressroom/states/maine/maine.htm
2014,MD,39.7,/nchs/pressroom/states/maryland/maryland.htm
2014,MA,33.2,/nchs/pressroom/states/massachusetts/massachusetts.htm
2014,MI,41.8,/nchs/pressroom/states/michigan/michigan.htm
2014,MN,32.3,/nchs/pressroom/states/minnesota/minnesota.htm
2014,MS,54,/nchs/pressroom/states/mississippi/mississippi.htm
2014,MO,40.2,/nchs/pressroom/states/missouri/missouri.htm
2014,MT,36.9,/nchs/pressroom/states/montana/montana.htm
2014,NE,33,/nchs/pressroom/states/nebraska/nebraska.htm
2014,NV,45.8,/nchs/pressroom/states/nevada/nevada.htm
2014,NH,33.7,/nchs/pressroom/states/newhampshire/newhampshire.htm
2014,NJ,35.5,/nchs/pressroom/states/newjersey/newjersey.htm
2014,NM,51.3,/nchs/pressroom/states/newmexico/newmexico.htm
2014,NY,39.6,/nchs/pressroom/states/newyork/newyork.htm
2014,NC,41,/nchs/pressroom/states/northcarolina/northcarolina.htm
2014,ND,32.4,/nchs/pressroom/states/northdakota/northdakota.htm
2014,OH,43.5,/nchs/pressroom/states/ohio/ohio.htm
2014,OK,42.2,/nchs/pressroom/states/oklahoma/oklahoma.htm
2014,OR,36.1,/nchs/pressroom/states/oregon/oregon.htm
2014,PA,41,/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2014,RI,45.4,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2014,SC,47.3,/nchs/pressroom/states/southcarolina/southcarolina.htm
2014,SD,37.7,/nchs/pressroom/states/southdakota/southdakota.htm
2014,TN,44,/nchs/pressroom/states/tenessee/tennessee.htm
2014,TX,41.7,/nchs/pressroom/states/texas/texas.htm
2014,UT,18.6,/nchs/pressroom/states/utah/utah.htm
2014,VT,39.5,/nchs/pressroom/states/vermont/vermont.htm
2014,VA,33.9,/nchs/pressroom/states/virginia/virginia.htm
2014,WA,32.1,/nchs/pressroom/states/washington/washington.htm
2014,WV,44.9,/nchs/pressroom/states/westvirginia/westvirginia.htm
2014,WI,37.8,/nchs/pressroom/states/wisconsin/wisconsin.htm
2014,WY,33.2,/nchs/pressroom/states/wyoming/wyoming.htm
2005,AL,35.7,/nchs/pressroom/states/alabama/alabama.htm
2005,AK,36,/nchs/pressroom/states/alaska/alaska.htm
2005,AZ,43.1,/nchs/pressroom/states/arizona/arizona.htm
2005,AR,40.2,/nchs/pressroom/states/arkansas/arkansas.htm
2005,CA,35.7,/nchs/pressroom/states/california/california.htm
2005,CO,27.1,/nchs/pressroom/states/colorado/colorado.htm
2005,CT,32.2,/nchs/pressroom/states/connecticut/connecticut.htm
2005,DE,44.3,/nchs/pressroom/states/delaware/delaware.htm
2005,FL,42.8,/nchs/pressroom/states/florida/florida.htm
2005,GA,40.6,/nchs/pressroom/states/georgia/georgia.htm
2005,HI,36.3,/nchs/pressroom/states/hawaii/hawaii.htm
2005,ID,22.9,/nchs/pressroom/states/idaho/idaho.htm
2005,IL,37.1,/nchs/pressroom/states/illinois/illinois.htm
2005,IN,40.2,/nchs/pressroom/states/indiana/indiana.htm
2005,IA,32.5,/nchs/pressroom/states/iowa/iowa.htm
2005,KS,34.2,/nchs/pressroom/states/kansas/kansas.htm
2005,KY,35.5,/nchs/pressroom/states/kentucky/kentucky.htm
2005,LA,48,/nchs/pressroom/states/louisiana/louisiana.htm
2005,ME,35,/nchs/pressroom/states/maine/maine.htm
2005,MD,37.1,/nchs/pressroom/states/maryland/maryland.htm
2005,MA,30.2,/nchs/pressroom/states/massachusetts/massachusetts.htm
2005,MI,36.6,/nchs/pressroom/states/michigan/michigan.htm
2005,MN,29.8,/nchs/pressroom/states/minnesota/minnesota.htm
2005,MS,49.4,/nchs/pressroom/states/mississippi/mississippi.htm
2005,MO,37.8,/nchs/pressroom/states/missouri/missouri.htm
2005,MT,34.6,/nchs/pressroom/states/montana/montana.htm
2005,NE,30.9,/nchs/pressroom/states/nebraska/nebraska.htm
2005,NV,40.9,/nchs/pressroom/states/nevada/nevada.htm
2005,NH,27.3,/nchs/pressroom/states/newhampshire/newhampshire.htm
2005,NJ,31.4,/nchs/pressroom/states/newjersey/newjersey.htm
2005,NM,50.8,/nchs/pressroom/states/newmexico/newmexico.htm
2005,NY,38.7,/nchs/pressroom/states/newyork/newyork.htm
2005,NC,38.4,/nchs/pressroom/states/northcarolina/northcarolina.htm
2005,ND,32.2,/nchs/pressroom/states/northdakota/northdakota.htm
2005,OH,38.9,/nchs/pressroom/states/ohio/ohio.htm
2005,OK,39.1,/nchs/pressroom/states/oklahoma/oklahoma.htm
2005,OR,33.3,/nchs/pressroom/states/oregon/oregon.htm
2005,PA,36.5,/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2005,RI,38.5,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2005,SC,43.3,/nchs/pressroom/states/southcarolina/southcarolina.htm
2005,SD,36.2,/nchs/pressroom/states/southdakota/southdakota.htm
2005,TN,40.2,/nchs/pressroom/states/tenessee/tennessee.htm
2005,TX,37.6,/nchs/pressroom/states/texas/texas.htm
2005,UT,17.7,/nchs/pressroom/states/utah/utah.htm
2005,VT,32.3,/nchs/pressroom/states/vermont/vermont.htm
2005,VA,32.2,/nchs/pressroom/states/virginia/virginia.htm
2005,WA,30.9,/nchs/pressroom/states/washington/washington.htm
2005,WV,36.5,/nchs/pressroom/states/westvirginia/westvirginia.htm
2005,WI,32.5,/nchs/pressroom/states/wisconsin/wisconsin.htm
2005,WY,32.8,/nchs/pressroom/states/wyoming/wyoming.htm
